OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED
3141,201508678,W-649501,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,G67L,DANNER LOOP 2,OR-VAD-000157,Danner Loop 2,OR4297111722420120828,DANNER LOOP 2,,2012,241,1645,2.0,Equipment Use,248,1830,19448.8,G,43.011794,-117.195384,1.0,BLM,OR,Malheur,045,Malheur,Point,2012-08-28,2012-09-04
3142,201508679,W-649041,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,G6LV,SARDINE,OR-VAD-000145,Sardine,OR4472311751620120818,SARDINE,,2012,232,1730,1.0,Lightning,234,1945,6070.0,G,44.723697,-117.514184,1.0,BLM,OR,Baker,001,Baker,Point,2012-08-19,2012-08-21
3143,201508686,W-646271,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,GS6R,BLUE MTN,OR-VAD-011,Blue Mountain,OR4222111786120120423,BLUE MOUNTAIN,,2012,114,1807,1.0,Lightning,116,1830,5721.0,G,42.22049,-117.86079,1.0,BLM,OR,Malheur,045,Malheur,Point,2012-04-23,2012-04-25
3144,201508726,W-642723,FED,DOI-WFMI,BIA,USORWSA,Warm Springs Agency,ORWSA,Warm Springs Agency,64,,G49K,WATER FALLS#2,OR-WSA-000064,Waterfalls 2,OR4473312173020120804,WATERFALLS 2,,2012,219,1051,1.0,Lightning,288,1900,12246.0,G,44.7331,-121.7308,2.0,BIA,OR,,,,Point,2012-08-06,2012-10-14
3145,201509253,W-635402,FED,DOI-WFMI,BIA,USSDPRA,Pine Ridge Agency,SDPRA,Pine Ridge Agency,130,,GS9C,WICK,SD-PRA-120282,Wick,SD4333210306420120424,HAY CANYON,,2012,115,2100,1.0,Lightning,117,1200,7665.0,G,43.2861,-102.9853,2.0,BIA,SD,,,,Point,2012-04-24,2012-04-26
3146,201509541,W-644862,FED,DOI-WFMI,BIA,USSDPRA,Pine Ridge Agency,SDPRA,Pine Ridge Agency,423,,G7C8,WELLNITZ,NE-NES-121137,WELLNITZ,NE4282410260920120829,WELLNITZ,,2012,244,1600,1.0,Lightning,249,0800,28800.0,G,43.0,-102.6903,2.0,BIA,NE,,,,Point,2012-08-31,2012-09-05
3147,201509784,W-647216,FED,DOI-WFMI,BIA,USSDRBA,Rosebud Agency,SDRBA,Rosebud Agency,193,,G2XB,LONG HORN COMPLEX,SD-RBA-120671,Longhorn Complex,SD4309610116620120719,LONGHORN COMPLEX,LONGHORN COMPLEX,2012,209,2202,1.0,Lightning,210,0002,43639.0,G,43.200553,-100.972733,9.0,TRIBAL,SD,,,,Point,2012-07-27,2012-07-28
3148,201509851,W-647791,FED,DOI-WFMI,BIA,USSDRBA,Rosebud Agency,SDRBA,Rosebud Agency,273,,G9VZ,CROOKSTON,SD-RBA-121332,CROOKSTON,SD4303910090420121017,CROOKSTON,,2012,291,1400,11.0,Powerline,293,2200,14453.0,G,43.059847,-100.972106,9.0,TRIBAL,SD,,,,Point,2012-10-17,2012-10-19
3149,201509997,W-651094,FED,DOI-WFMI,NPS,USTXPAP,Padre Island National Seashore,TXPAP,PADRE ISLAND NATIONAL SEASHORE,1203,,G2BT,6 MILE,TX-PAP-012002,6 Mile,TX2736709735620120714,6 MILE,,2012,196,1500,1.0,Lightning,197,2100,12998.0,G,27.3672,-97.3564,3.0,NPS,TX,,,,Point,2012-07-14,2012-07-15
3150,201510037,W-642226,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,,,G10U,BABOON,UT-CCD-120407,Baboon,UT3812411301020120712,BABOON,,2012,194,1200,1.0,Lightning,217,1500,19778.5,G,38.1239,-113.0097,1.0,BLM,UT,Iron,021,Iron,Point,2012-07-12,2012-08-04
3151,201510630,W-637613,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,GY1S,GREASE,UT-SCS-000128,GREASE,UT3935311249120120622,GREASE,,2012,174,1245,7.0,Arson,179,1000,15898.0,G,39.353297,-112.494203,1.0,BLM,UT,Millard,027,Millard,Point,2012-06-22,2012-06-27
3152,201510631,W-637581,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,GY4G,WOOD HOLLOW,UT-SCS-000137,Wood Hollow,UT3960611158520120623,WOOD HOLLOW,,2012,175,1656,11.0,Powerline,188,1640,47387.0,G,39.6065,-111.5849,8.0,PRIVATE,UT,Sanpete,039,Sanpete,Point,2012-06-23,2012-07-06
3153,201510635,W-637746,FED,DOI-WFMI,BLM,USUTRID,Richfield Field Office,UTRID,Richfield Field Office,,,GZT8,CLAY SPRINGS,UT-SCS-000155,Clay Springs,UT3932911237920120627,CLAY SPRINGS,,2012,179,1415,7.0,Arson,227,1200,107847.0,G,39.3231,-112.3881,7.0,STATE,UT,Millard,027,Millard,Point,2012-06-27,2012-08-14
3154,201510678,W-640480,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,G3WH,DALLAS CANYON,UT-SLD-000612,Dallas Canyon,UT4054911295520120727,DALLAS CANYON,,2012,209,1606,1.0,Lightning,219,2001,43660.0,G,40.5497,-112.955,1.0,BLM,UT,Tooele,045,Tooele,Point,2012-07-27,2012-08-06
3155,201510680,W-642196,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,G43W,PINYON,UT-NWS-000692,Pinyon,UT4043311193320120805,PINYON,,2012,218,1859,1.0,Lightning,227,1330,5766.0,G,40.433,-111.933,6.0,OTHER FEDERAL,UT,Utah,049,Utah,Point,2012-08-05,2012-08-14
3156,201510690,W-641215,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,G4Y3,FAUST,UT-SLD-000681,Faust,UT4018811255220120805,FAUST,,2012,218,1650,1.0,Lightning,227,1900,22045.0,G,40.18875,-112.55292,1.0,BLM,UT,Tooele,045,Tooele,Point,2012-08-05,2012-08-14
3157,201510763,W-637456,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,GYW5,DUMP,UT-NWS-000314,Dump,UT4033111194320120621,DUMP,,2012,173,1145,9.0,Miscellaneous,179,2000,5507.0,G,40.3306,-111.943297,7.0,STATE,UT,Utah,049,Utah,Point,2012-06-21,2012-06-27
3158,201510774,W-646203,FED,DOI-WFMI,BIA,USUTSPA,Southern Paiute Agency,UTSPA,Southern Paiute Agency,66,,G50G,SHIVWITS,UT-SPA-120833,Shivwits,UT3718311382520120812,SHIVWITS,,2012,225,1933,1.0,Lightning,234,1800,5032.0,G,37.18361,-113.825,2.0,BIA,UT,,,,Point,2012-08-12,2012-08-21
3159,201510875,W-643512,FED,DOI-WFMI,BLM,USUTVLD,Vernal Field Office,UTVLD,Vernal Field Office,,,GY7C,CHURCH CAMP,UT-NES-000123,CHURCH CAMP,UT3986511069320120624,CHURCH CAMP,,2012,176,1802,1.0,Lightning,198,0900,7221.0,G,39.8653,-110.6936,7.0,STATE,UT,Duchesne,013,Duchesne,Point,2012-06-24,2012-07-16
3160,201510877,W-643517,FED,DOI-WFMI,BLM,USUTVLD,Vernal Field Office,UTVLD,Vernal Field Office,,,GZ8J,WOLF DEN,UT-VLD-133,WOLF DEN,UT3977510922020120629,WOLF DEN,,2012,181,1315,1.0,Lightning,219,0900,20049.0,G,39.7747,-109.2197,1.0,BLM,UT,Uintah,047,Uintah,Point,2012-06-29,2012-08-06
3161,201511076,W-649642,FED,DOI-WFMI,BIA,USWACOA,Colville Agency,WACOA,Colville Agency,148,,G58R,BUFFALO LAKE ROAD,WA-COA-148,Buffalo Lake Road,WA4801011889620120814,BUFFALO LAKE ROAD,,2012,227,2012,1.0,Lightning,237,1428,11299.0,G,48.0214,-118.905,2.0,BIA,WA,,,,Point,2012-08-14,2012-08-24
3162,201511097,W-650377,FED,DOI-WFMI,BIA,USWACOA,Colville Agency,WACOA,Colville Agency,198,,G9BF,ST MARYS MISSION ROA,WA-COA-0198,St Marys Mission Road,WA4837011945020121002,ST MARYS MISSION ROAD,,2012,276,1638,9.0,Miscellaneous,303,1600,16853.0,G,48.38544,-119.4415,2.0,BIA,WA,,,,Point,2012-10-02,2012-10-29
3163,201511168,W-649720,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,G4WN,ANTOINE 2,WA-SPD-50310,Antoine 2,WA4793011990920120805,ANTOINE 2,,2012,218,1202,13.0,Missing/Undefined,228,2359,6837.0,G,47.930194,-119.909188,8.0,PRIVATE,WA,,,,Point,2012-08-05,2012-08-15
3164,201511170,W-649719,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,G70Y,BARKER CANYON,WA-SPD-50491,Barker Canyon Complex,WA4791211911620120908,BARKER CANYON COMPLEX,BARKER CANYON COMPLEX,2012,252,2242,1.0,Lightning,262,1818,17049.0,G,47.912394,-119.115586,1.0,BLM,WA,Lincoln,043,Lincoln,Point,2012-09-08,2012-09-18
3165,201511171,W-649717,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,G74G,APACHE PASS,WA-WFS-310,Apache Pass,WA4750911873120120909,APACHE PASS,,2012,253,1500,1.0,Lightning,259,1757,23324.0,G,47.515197,-118.602983,8.0,PRIVATE,WA,Lincoln,043,Lincoln,Point,2012-09-09,2012-09-15
3166,201511393,W-645779,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,G8M8,BORDER,WY-SHX-12441,BORDER,WY4499610614320120921,BORDER,,2012,265,1300,1.0,Lightning,274,1300,5779.0,G,44.99911,-106.13225,7.0,STATE,WY,Sheridan,033,Sheridan,Point,2012-09-21,2012-09-30
3167,201511403,W-637993,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office,,,GZB1,CATO,WY-JOX-012120,CATO,WY4444010643420120625,CATO,,2012,177,1500,1.0,Lightning,185,1600,27677.0,G,44.44,-106.4675,8.0,PRIVATE,WY,Johnson,019,Johnson,Point,2012-06-25,2012-07-03
3168,201511414,W-640732,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,G2CE,SAWMILL,WY-CPS-12205,SAWMILL CANYON ,WY4239610486020120714,SAWMILL CANYON,,2012,196,1200,7.0,Arson,204,0700,14140.0,G,42.3961,-104.86,7.0,STATE,WY,Platte,031,Platte,Point,2012-07-14,2012-07-22
3169,201511419,W-648432,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,G5T3,LITTLE BOXELDER,WY-COX-12344,Little Box Elder,WY4274510566020120810,LITTLE BOX ELDER,,2012,223,2007,1.0,Lightning,283,1200,5882.0,G,42.7459,-105.659897,8.0,PRIVATE,WY,Converse,009,Converse,Point,2012-08-10,2012-10-09
3170,201511420,W-647278,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,G71E,SHEEPHERDER HILL,WY-NAX-12414,SHEEP HERDER HILL COMPLEX,WY4271110631220120909,SHEEP HERDER HILL COMPLEX,SHEEP HERDER HILL COMPLEX,2012,253,1630,13.0,Missing/Undefined,275,1800,15556.0,G,42.71147,-106.31263,8.0,PRIVATE,WY,Natrona,025,Natrona,Point,2012-09-09,2012-10-01
3171,201511570,W-648322,FED,DOI-WFMI,BLM,USWYNCD,New Castle Field Office,WYNCD,Newcastle Field Office,,,GZ8R,OIL CREEK,WY-CPS-12137,OIL CREEK ,WY4389710429420120629,OIL CREEK,,2012,181,2337,11.0,Powerline,283,1200,61416.0,G,43.9148,-104.2844,7.0,STATE,WY,Weston,045,Weston,Point,2012-06-29,2012-10-09
3172,201511585,W-647623,FED,DOI-WFMI,BLM,USWYRAD,Rawlins Field Office,WYRAD,Rawlins Field Office,,,G3UH,FERRIS,WY-RAD-000276,Bear Mountain Complex,WY4225910719620120727,BEAR MOUNTAIN COMPLEX,BEAR MOUNTAIN COMPLEX,2012,209,1048,1.0,Lightning,237,1500,8796.0,G,42.2594,-107.1967,1.0,BLM,WY,Carbon,007,Carbon,Point,2012-07-27,2012-08-24
3173,201550115,FWS-2012TXMCRGL29,FED,FWS-FMIS,FWS,USTXMCR,McFaddin National Wildlife Refuge,TXMCR,MCFADDIN NWR,,,GL29,WF HOLIDAY 1 & 2,TX-MCR-000001,WF Holiday 1 & 2,TX2967809420020120102,WF HOLIDAY 1 & 2,,2012,2,,13.0,Missing/Undefined,3,,14169.9,G,29.66472222,-94.22694444,4.0,FWS,TX,,,,Point,2012-01-02,2012-01-03
3174,201550494,FWS-2012MTCMRG4BB,FED,FWS-FMIS,FWS,USMTCMR,Charles M. Russell National Wildlife Refuge,MTCMR,CHARLES M RUSSELL NWR,,,G4BB,WELLS,MT-CMR-026,Wells,MT4751610788920120731,WELLS,,2012,213,,1.0,Lightning,225,,9468.0,G,47.51873,-107.8883,4.0,FWS,MT,,,,Point,2012-07-31,2012-08-12
3175,201550749,FWS-2012TXAHRHAG6,FED,FWS-FMIS,FWS,USTXAHR,Anahuac National Wildlife Refuge,TXAHR,ANAHUAC NWR,,,HAG6,WF FROZEN ;POINT,TX-AHR-000002,WF Frozen Point,TX2956809450520121105,WF FROZEN POINT,,2012,310,,1.0,Lightning,312,,5021.0,G,29.55694444,-94.48055556,4.0,FWS,TX,Chambers,071,Chambers,Point,2012-11-05,2012-11-07
3176,201570136,AK-FAS-35759,INTERAGCY,IA-AKACC,ST/C&L,USAKFAS,Fairbanks Area Forestry,AKFAS,Fairbanks Area Forestry,277,211277,GY4Y,BEAR CREEK #4,AK-FAS-211277,Bear Creek #4,AK6410914938720120623,BEAR CREEK #4,,2012,175,,1.0,Lightning,213,,8522.0,G,64.109361,-149.387305,7.0,STATE,AK,,,,Point,2012-06-23,2012-07-31
3177,201600018,SFO-MT-2012-MTEAS-000004,NONFED,ST-NASF,ST/C&L,USMTEAS,Eastern Land Office,MTEAS,Eastern Land Office,,000004,,POWER LINE,MT-MCD-000035,Southeastern Montana Complex,MT4597710690920120703,POWERLINE,SOUTHEASTERN MONTANA COMPLEX,2012,185,1943,1.0,Lightning,194,,5265.5,G,45.9773,-106.9093,8.0,PRIVATE,MT,Rosebud,087,Rosebud,Point,2012-07-03,2012-07-12
3178,201608080,SFO-NE-2012-15266,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,,15266,,TURNER TATANKA,NE-NES-120852,TURNER TATANKA,NE4172010218820120802,TURNER TATANKA,,2012,215,1700,1.0,Lightning,217,0800,19000.0,G,41.67086,-102.1619,14.0,MISSING/NOT SPECIFIED,NE,,,,Point,2012-08-02,2012-08-04
3179,201608089,SFO-NE-2012-15275,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,,15275,,KEITH COUNTY COMPLEX,NE-NES-120951,Keith County Complex,NE4138510192220120802,KEITH COUNTY COMPLEX,KEITH COUNTY COMPLEX,2012,215,1721,1.0,Lightning,216,1000,60000.0,G,41.31482,-101.9274,14.0,MISSING/NOT SPECIFIED,NE,,,,Point,2012-08-02,2012-08-03
3180,201608126,SFO-NE-2012-15311,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,,15311,,FAIRFIELD CREEK,NE-NES-120674,Region 24 Complex,NE4284210010820120720,REGION 24 COMPLEX,REGION 24 COMPLEX,2012,202,0845,1.0,Lightning,210,2230,66745.0,G,42.77426,-100.0621,14.0,MISSING/NOT SPECIFIED,NE,,,,Point,2012-07-20,2012-07-28
3181,201609009,SFO-NE-2012-16220,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,,16220,,WENTWORTH,NE-NES-120674,Region 24 Complex,NE4276509957320120724,UNNAMED,REGION 24 COMPLEX,2012,205,1500,1.0,Lightning,211,1500,6380.0,G,42.773,-99.595,14.0,MISSING/NOT SPECIFIED,NE,,,,Point,2012-07-23,2012-07-29
3182,201614296,SFO-FL-2012-2012180150,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2012180150,,CINCO DE MAYO ( 06),FL-FLS-2012-18-0150,CINCO DE MAYO,FL2633208064020120505,CINCO DE MAYO,,2012,126,1515,2.0,Equipment Use,130,1024,10658.0,G,26.3323,-80.6402,7.0,STATE,FL,Broward,011,Broward,Point,2012-05-05,2012-05-09
3183,201614298,SFO-FL-2012-2012180160,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2012180160,,WEST HOLEY LANDS (50),FL-FLS-2012-18-0160,WEST HOLEY LANDS,FL2641408080620120514,WEST HOLEY LANDS,,2012,135,2000,1.0,Lightning,137,1442,8100.0,G,26.4139,-80.8064,7.0,STATE,FL,Palm Beach,099,Palm Beach,Point,2012-05-14,2012-05-16
3184,201614312,SFO-FL-2012-2012180219,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2012180219,,ALLEY 37 NORTH ( 06 ),,,,,,2012,190,1812,1.0,Lightning,193,1008,5100.0,G,26.2005,-80.6627,7.0,STATE,FL,Broward,011,Broward,Point,2012-07-08,2012-07-11
3185,201615225,SFO-MI-2012-2012480007,NONFED,ST-NASF,ST/C&L,USMIMIS,Michigan Department of Natural Resources,MIDNR,Michigan Department of Natural Resources,,2012480007,,DUCK LAKE TRAIL,MI-MIS-1248007,Duck Lake,MI4663708543320120524,DUCK LAKE,,2012,144,1600,1.0,Lightning,144,2045,21069.0,G,46.5335,-85.42364,8.0,PRIVATE,MI,LUCE,095,Luce,Point,2012-05-23,2012-05-23
3186,201617805,SFO-WY-2012-444,NONFED,ST-NASF,ST/C&L,USWYWYS,Wyoming State Forestry,WYWSFD,Wyoming State Forestry,,444,,GOSHEN RANGE,,,,,,2012,223,1400,1.0,Lightning,224,2000,5000.0,G,42.557033,-104.3546,14.0,MISSING/NOT SPECIFIED,WY,Goshen,015,Goshen,Point,2012-08-10,2012-08-11
3187,201651463,SFO-CA-2012-MVU005400,NONFED,ST-NASF,ST/C&L,USCAMVU,Monte Vista Unit,CAMVU,CDF - Monte Vista Unit,,MVU005400,,BANNER 4,CA-MVU-5400,BANNER,CA3306611643120120524,BANNER,,2012,145,1409,13.0,Missing/Undefined,0,,5132.0,G,33.083889,-116.573333,14.0,MISSING/NOT SPECIFIED,CA,SAN DIEGO,073,San Diego,Point,2012-05-24,
3188,201655100,SFO-ND-2012-ND_04172012_278,NONFED,ST-NASF,ST/C&L,USNDNDS,North Dakota State Forest Service,NDSU,North Dakota State University,,ND_04172012_278,,DONNY BROOK FIRE,,,,,,2012,96,1330,6.0,Railroad,0,,6070.0,G,48.505417,-101.873883,14.0,MISSING/NOT SPECIFIED,ND,Ward,101,Ward,Point,2012-04-05,
3189,201700176,TFS-TX2012-81123,NONFED,ST-TXTXS,ST/C&L,USTXWZS,Texas Forest Service  - West Zone,TXWZS,Texas Forest Service - West Branch,2006,81123,,SPRING MOUNTAIN,TX-TXS-012021,Livermore Ranch Complex,TX3069610431620120424,SPRING MOUNTAIN FIRE,LIVERMORE RANCH COMPLEX,2012,112,2300,1.0,Lightning,121,2300,10576.0,G,30.683611,-104.301389,14.0,MISSING/NOT SPECIFIED,TX,Jeff Davis,243,Jeff Davis,Point,2012-04-21,2012-04-30
3190,201700180,TFS-TX2012-81333,NONFED,ST-TXTXS,ST/C&L,USTXWZS,Texas Forest Service  - West Zone,TXWZS,Texas Forest Service - West Branch,2005,81333,,LIVERMORE RANCH  FIRE,TX-TXS-012021,Livermore Ranch Complex,TX3060110420720120424,LIVERMORE RANCH,LIVERMORE RANCH COMPLEX,2012,115,1440,1.0,Lightning,127,2300,13541.0,G,30.60133333,-104.20666666,14.0,MISSING/NOT SPECIFIED,TX,Jeff Davis,243,Jeff Davis,Point,2012-04-24,2012-05-06
3191,201750010,ICS209_2009_CO-YMX-117,INTERAGCY,IA-ICS209,ST/C&L,USCOYMX,Yuma County,COYMX,Yuma County,,,,HEARTSTRONG,CO-YMX-117,Heartstrong,,,,2012,78,1300,13.0,Missing/Undefined,80,0000,24000.0,G,40.016667,-102.455556,11.0,COUNTY,CO,Yuma,125,Yuma,Point,2012-03-18,2012-03-20
3192,201750013,ICS209_2009_CO-WAX-433,INTERAGCY,IA-ICS209,IA,USCOFTC,Fort Collins Interagency Dispatch Center,COFTX,FTC COUNTIES,,,,LAST CHANCE,CO-WAX-433,Last Chance,CO3974110359220120625,LAST CHANCE,,2012,177,1500,13.0,Missing/Undefined,178,2000,45000.0,G,39.740833,-103.591667,11.0,COUNTY,CO,Washington,121,Washington,Point,2012-06-25,2012-06-26
3193,201750033,ICS209_2009_NM-GNF-000143,INTERAGCY,IA-ICS209,FS,USNMGNF,Gila National Forest,NMGNF,Gila National Forest,,,GU3S,WHITEWATER-BALDY,NM-GNF-000143,Whitewater-Baldy,NM3326710859220120509,WHITEWATER-BALDY,WHITEWATER-BALDY COMPLEX,2012,137,1025,1.0,Lightning,213,1600,297845.0,G,33.344722,-108.710278,5.0,USFS,NM,Catron,003,Catron,Point,2012-05-16,2012-07-31
3194,201750036,ICS209_2009_OK-ECU-42012,INTERAGCY,IA-ICS209,ST/C&L,USOKECU,East Central Area Dispatch Office,OKECU,East Central Area Dispatch Office,,,,NINNEKAH,OK-ECU-42012,Ninnekah,OK3488909789420120803,NINNEKAH,,2012,216,1730,13.0,Missing/Undefined,0,,6500.0,G,34.889167,-97.894444,7.0,STATE,OK,Grady,051,Grady,Point,2012-08-03,
3195,201750039,ICS209_2009_WA-WFS-302,INTERAGCY,IA-ICS209,ST/C&L,USWAWFS,Washington State Fire Marshal's Office,WAWFS,Washington State Fire Marshal's Office,,,,CRANE ROAD,WA-WFS-302,Crane Road,WA4806011985120120801,CRANE ROAD,,2012,214,1227,13.0,Missing/Undefined,0,,12500.0,G,48.060278,-119.851389,7.0,STATE,WA,Douglas,017,Douglas,Point,2012-08-01,
3196,201750043,ICS209_2009_KS-KSX-001153,INTERAGCY,IA-ICS209,ST/C&L,USKSKSX,Kansas Counties,KSKSX,Kansas Counties,,,,KDOT,KS-KSX-001153,KDOT,,,,2012,65,1503,13.0,Missing/Undefined,124,2000,8000.0,G,39.379444,-99.742778,11.0,COUNTY,KS,Graham,065,Graham,Point,2012-03-05,2012-05-03
3197,201750044,ICS209_2009_KS-KSX-001154,INTERAGCY,IA-ICS209,ST/C&L,USKSKSX,Kansas Counties,KSKSX,Kansas Counties,,,,SKIDDY WEST ROAD,KS-KSX-001154,Skiddy West Road,,,,2012,235,1321,13.0,Missing/Undefined,235,1937,8000.0,G,38.885,-96.849722,11.0,COUNTY,KS,"Morris County, KS",127,Morris,Point,2012-08-22,2012-08-22
3198,201750054,ICS209_2009_OK-OKS-42020,INTERAGCY,IA-ICS209,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS,Oklahoma Division of Forestry,,,,GLENCOE,OK-OKS-42020,Glencoe,OK3615809694020120804,GLENCOE,,2012,217,1400,13.0,Missing/Undefined,0,,6887.0,G,36.158889,-96.940556,8.0,PRIVATE,OK,Payne,119,Payne,Point,2012-08-04,
3199,201750055,ICS209_2009_WA-SES-000348,INTERAGCY,IA-ICS209,ST/C&L,USWASES,Southeast Region-Department of Natural Resources,WASES,Southeast Region-Department of Natural Resources,,,,TAYLOR BRIDGE,WA-SES-000348,Taylor Bridge,WA4716512081620120813,TAYLOR BRIDGE,,2012,226,1343,13.0,Missing/Undefined,0,,23500.0,G,47.165278,-120.816389,7.0,STATE,WA,Kittitas,037,Kittitas,Point,2012-08-13,
3200,201750060,ICS209_2009_MN-MNS-121225,INTERAGCY,IA-ICS209,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,,,,NORTH MINNIE,MN-MNS-121225,North Minnie,,,,2012,274,1315,13.0,Missing/Undefined,0,,25396.0,G,48.359167,-95.282222,7.0,STATE,MN,Beltrami,007,Beltrami,Point,2012-09-30,
3201,201750061,ICS209_2009_KS-DDQ-1482,INTERAGCY,IA-ICS209,DOD,USKSFRQ,Fort Riley Kansas,KSDDQ,Fort Riley,,,,CALFEX COMPLEX,KS-DDQ-1482,Calfex Complex,KS3919609684020121205,CALFEX COMPLEX,CALFEX COMPLEX,2012,340,1053,13.0,Missing/Undefined,0,,6278.0,G,39.196667,-96.84,6.0,OTHER FEDERAL,KS,Riley County,161,Riley,Point,2012-12-05,
3223,201752827,TFS-LFDB-2074,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,2074,,,FRYING PAN FIRE,TX-TXS-011098,Frying Pan Ranch,TX3238310102720110414,FRYINGPANRANCH,,2011,104,,13.0,Missing/Undefined,0,,106027.0,G,32.23739634,-102.91733639,14.0,MISSING/NOT SPECIFIED,TX,,,,Point,2011-04-14,
3224,201760068,FS-1516455,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,0414,Sawtooth National Forest,023,D4-12,HV1T,LITTLE QUEENS,ID-STF-000389,LITTLE QUEENS,ID4388711518020130817,LITTLE QUEENS,,2013,229,1428,9.0,Miscellaneous,322,1600,23406.0,G,43.88666667,-115.17944444,5.0,USFS,ID,039,039,Elmore,Point,2013-08-17,2013-11-18
3225,201760248,FS-1517199,FED,FS-FIRESTAT,FS,USMTLNF,Lolo National Forest,0116,Lolo National Forest,110,23,HV9H,WEST FORK 2,MT-LNF-000758,West Fork 2,MT4674711435120130818,WEST FORK 2,LOLO CREEK COMPLEX,2013,230,0858,1.0,Lightning,268,1300,6000.0,G,46.74666667,-114.35194444,5.0,USFS,MT,063,063,Missoula,Point,2013-08-18,2013-09-25
3226,201760265,FS-1519193,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,049,8,HU11,AMERICAN,CA-TNF-001562,American,CA3911912064620130810,AMERICAN,,2013,222,1635,9.0,Miscellaneous,281,1800,27440.0,G,39.11888889,-120.64611111,5.0,USFS,CA,061,061,Placer,Point,2013-08-10,2013-10-08
3227,201760273,FS-1517383,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,021,1706-08,EKT5,CALIFORNIA POINT,ID-NPF-000347,California Point,ID4631911498620130718,CALIFORNIA POINT,,2013,199,1303,1.0,Lightning,201,1623,7294.0,G,46.32944444,-114.98555556,5.0,USFS,ID,049,049,Idaho,Point,2013-07-18,2013-07-20
