OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED,BURNING_DAYS,STATE_NAME
719,300003906,FS-1526821,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,109,25,JB1F,MAN,816154,MAN,CA4152312316420140813,MAN,JULY COMPLEX,2014,224,1200,1.0,Lightning,224,1230,13110.0,G,41.53583333,-123.16333333,5.0,USFS,CA,Siskiyou,093,Siskiyou,Point,2014-08-12,2014-08-12,0.0,California
722,33534,FS-1474297,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,63,593,D8LS,SCOTCH,CA-PNF-000539,Canyon Complex,CA3972212119120080621,CANYON COMPLEX (SCOTCH),CANYON COMPLEX,2008,173,1900,1.0,Lightning,244,1200,13009.0,G,39.78611111,-121.18722222,5.0,USFS,CA,63,063,Plumas,Point,2008-06-21,2008-08-31,71.0,California
728,30486,FS-1470673,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,119,5,D8HC,NOBLE,CA-TGU-4245,TGU LIGHTNING COMPLEX,CA4032512290520080621,LIME COMPLEX (NOBLE),LIME COMPLEX,2008,173,0700,1.0,Lightning,190,2000,12856.0,G,40.32583333,-122.96222222,5.0,USFS,CA,103,103,Tehama,Point,2008-06-21,2008-07-08,17.0,California
733,26259,FS-1457794,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,167,074,D1RV,SLIDE,CA-BDF-10570,SLIDE,CA3423111709520071022,SLIDE,,2007,295,0800,9.0,Miscellaneous,318,0600,12759.0,G,34.25194444,-117.05,5.0,USFS,CA,71,071,San Bernardino,Point,2007-10-22,2007-11-14,23.0,California
734,28872,FS-1461193,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,164,33,D8HV,IRONSIDE,CA-SHF-1057,Iron & Alps Complexes,CA4082312342420080621,IRON AND ALPS COMPLEXES (IRONSIDE),IRON & ALPS COMPLEXES,2008,173,0755,1.0,Lightning,213,1800,12720.0,G,40.83333333,-123.43416667,5.0,USFS,CA,105,105,Trinity,Point,2008-06-21,2008-07-31,40.0,California
736,300011651,W-679438,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,H9HL,BULLY,621849,BULLY,CA4042012272920140711,BULLY,,2014,192,1200,13.0,Missing/Undefined,207,1200,12660.0,G,40.41967,-122.7295,1.0,BLM,CA,Shasta,089,Shasta,Point,2014-07-11,2014-07-26,15.0,California
743,201501309,W-642875,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,G5GA,INDIAN,CA-OVD-000942,Indian,CA3791111886320120808,INDIAN,,2012,221,1406,1.0,Lightning,237,1800,12575.0,G,37.9028,-118.8528,1.0,BLM,CA,Mono,051,Mono,Point,2012-08-08,2012-08-24,16.0,California
745,201761700,FS-1514984,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,044,53 20,HU49,CORRAL,CA-SRF-1486,Corral Complex,CA4103512348820130810,CORRAL COMPLEX,CORRAL COMPLEX,2013,222,1140,1.0,Lightning,275,1801,12531.0,G,41.03527778,-123.48805556,5.0,USFS,CA,023,023,Humboldt,Point,2013-08-10,2013-10-02,53.0,California
746,15000787,ICS209_2004_CA-LNU-006644,INTERAGCY,IA-ICS209,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,,,GEYSERS,CA-LNU-006644,GEYSERS,CA3872912274620040903,GEYSERS,,2004,247,1724,13.0,Missing/Undefined,259,1800,12525.0,G,38.770833,-122.725,14.0,MISSING/NOT SPECIFIED,CA,LAKE - SONOMA,033,Lake,Point,2004-09-03,2004-09-15,12.0,California
748,34310,FS-1475272,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,85,11,B8UM,CORRAL,CA-LMU-2759,Corral,CA4086012086020080623,CORRAL,,2008,175,2041,1.0,Lightning,189,0800,12500.0,G,40.875,-120.875,13.0,STATE OR PRIVATE,CA,35,035,Lassen,Point,2008-06-23,2008-07-07,14.0,California
757,201763488,FS-1514511,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,040,7,HS98,BOULDER,CA-KNF-005561,Salmon River Complex,CA4130012313520130731,SALMON RIVER COMPLEX,FORKS COMPLEX,2013,212,2148,9.0,Miscellaneous,274,1200,12365.0,G,41.31027778,-123.20444444,5.0,USFS,CA,093,093,Siskiyou,Point,2013-07-31,2013-10-01,62.0,California
763,300201998,FS-6350498,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,082,013,J0PQ,PEAK,2758558,PEAK,CA4155612377620150802,PEAK,GASQUET COMPLEX,2015,214,1222,1.0,Lightning,304,2000,12166.0,G,41.55583333,-123.77583333,5.0,USFS,CA,015,015,Del Norte,Point,2015-08-02,2015-10-31,90.0,California
771,201501152,W-644019,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,G5Q3,JAWBONE COMPLEX,CA-CDD-11542,JAWBONE COMPLEX,CA3534111823820120810,JAWBONE COMPLEX,JAWBONE COMPLEX,2012,223,1301,1.0,Lightning,249,1800,12018.0,G,35.3419,-118.2383,1.0,BLM,CA,Kern,029,Kern,Point,2012-08-10,2012-09-05,26.0,California
795,33083,FS-1473741,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,75,PNF-556,D8LS,PIT,CA-BTU-007660,BTU Lightning Complex,CA3972212119120080621,CANYON COMPLEX (SCOTCH),CANYON COMPLEX,2008,174,1000,1.0,Lightning,280,1330,11496.0,G,39.97,-121.29638889,5.0,USFS,CA,63,063,Plumas,Point,2008-06-22,2008-10-06,106.0,California
798,201765026,FS-1519558,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,058,22,HW94,DEER,CA-TGU-6768,DEER,CA4002112187220130823,DEER,,2013,235,1450,9.0,Miscellaneous,241,2000,11429.0,G,40.03305556,-121.87555556,14.0,MISSING/NOT SPECIFIED,CA,103,103,Tehama,Point,2013-08-23,2013-08-29,6.0,California
803,33916,FS-1474764,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,139,28,EPG8,SAYRE,CA-LFD-1460,SAYRE,CA3433911846220081114,SAYRE,,2008,319,2237,9.0,Miscellaneous,326,0600,11222.0,G,34.33,-118.41111111,5.0,USFS,CA,37,037,Los Angeles,Point,2008-11-14,2008-11-21,7.0,California
811,328287,W-578425,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,D8WF,HUU WALKER,CA-LNU-004843,WALKER,CA3906612247920080622,WALKER,,2008,174,1640,2.0,Equipment Use,180,1200,11089.0,G,39.0464,-122.5333,8.0,PRIVATE,CA,Lake,033,Lake,Point,2008-06-22,2008-06-28,6.0,California
817,300206555,FS-6350776,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,051,016,J0JC,PICKETT,2778989,PICKETT,CA4034312338320150731,PICKETT,MAD RIVER COMPLEX,2015,212,0022,1.0,Lightning,244,1200,11004.0,G,40.34305556,-123.38305556,5.0,USFS,CA,105,105,Trinity,Point,2015-07-31,2015-09-01,32.0,California
826,32951,FS-1473597,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,41,012,D8TS,WESTVILLE,CA-TNF-1011,American River Complex,CA3920812059620080621,AMERICAN RIVER COMPLEX (GOVERNMENT),AMERICAN RIVER COMPLEX,2008,174,0745,1.0,Lightning,214,0600,10836.0,G,39.16333333,-120.66,5.0,USFS,CA,61,061,Placer,Point,2008-06-22,2008-08-01,40.0,California
831,14570,FS-1443388,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,28,58-02,C6L7,HANCOCK,CA-KNF-003497,Uncles Complex,CA4142612330620060724,HANCOCK,UNCLES COMPLEX,2006,205,2222,1.0,Lightning,296,1800,10770.0,G,41.44888889,-123.2925,5.0,USFS,CA,93,093,Siskiyou,Point,2006-07-24,2006-10-23,91.0,California
842,201501146,W-643361,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,G54G,STEWART,CA-MVU-8747,Vallecito Lightning Complex,CA3312711649920120813,STEWART,VALLECITO LIGHTNING COMPLEX,2012,226,1540,1.0,Lightning,233,1800,10632.0,G,33.127028,-116.498985,7.0,STATE,CA,San Diego,073,San Diego,Point,2012-08-13,2012-08-20,7.0,California
848,12855,FS-1441162,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,8,002,CB5Q,SIERRA,CA-CNF-300,Sierra,CA3382311769020060206,SIERRA,,2006,37,0410,9.0,Miscellaneous,37,0428,10584.0,G,33.85194444,-117.64972222,5.0,USFS,CA,59,059,Orange,Point,2006-02-06,2006-02-06,0.0,California
850,300209556,W-685709,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Norcal Region,,,J0SD,DODGE,2790771,DODGE,CA4093812010520150803,DODGE,,2015,215,1417,2.0,Equipment Use,229,1800,10570.0,G,40.9636,-120.1142,1.0,BLM,CA,Lassen,035,Lassen,Point,2015-08-03,2015-08-17,14.0,California
865,28582,FS-1460792,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,11,10,D8LF,DARK,CA-KNF-002975,Siskiyou / Blue 2 Complex,CA4161412365820080621,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),KLAMATH THEATER,2008,172,2230,1.0,Lightning,205,1800,10388.0,G,41.61555556,-123.57694444,5.0,USFS,CA,93,093,Siskiyou,Point,2008-06-20,2008-07-23,33.0,California
866,322528,W-504270,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,B03L,CHINA LAKE,CA-CDD-7416,CHINA LAKE,CA3592511748620050718,CHINA LAKE,,2005,199,1800,2.0,Equipment Use,205,1800,10350.0,G,35.8855,-117.3312,1.0,BLM,CA,Inyo,027,Inyo,Point,2005-07-18,2005-07-24,6.0,California
869,1301186,ICS209_2003_CA-RRU-082809,INTERAGCY,IA-ICS209,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,,,MOUNTAIN,CA-RRU-082809,Mountain,CA3360111698220031026,MOUNTAIN,,2003,299,1145,13.0,Missing/Undefined,306,1800,10331.0,G,33.617222,-116.983889,7.0,STATE,CA,Riverside,065,Riverside,Point,2003-10-26,2003-11-02,7.0,California
875,30504,FS-1470694,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,179,22,D8HC,DEERLICK,CA-SHF-1041,LIME COMPLEX,CA4045212284620080621,SHU LIGHTNING COMPLEX (DEERLICK),LIME COMPLEX,2008,174,1100,1.0,Lightning,226,0800,10213.0,G,40.46333333,-122.88277778,5.0,USFS,CA,105,105,Trinity,Point,2008-06-22,2008-08-13,52.0,California
903,201501618,W-645807,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,,G7TH,LIKELY,CA-NOD-003916,LIKELY,CA4109112047320120905,LIKELY,,2012,249,1125,2.0,Equipment Use,295,1800,9838.0,G,41.0917,-120.4733,1.0,BLM,CA,Lassen,035,Lassen,Point,2012-09-05,2012-10-21,46.0,California
905,1433249,FS-1491505,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,041,027,FU4L,CANYON,CA-SQF-003564,CANYON,CA3555411854220100912,CANYON,,2010,255,1402,9.0,Miscellaneous,267,1800,9820.0,G,35.5563889,-118.601944,5.0,USFS,CA,029,029,Kern,Point,2010-09-12,2010-09-24,12.0,California
931,26516,FS-1458112,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,88,26,D1SE,RICE,CA-MVU-010502,RICE,CA3338411718020071022,RICE,,2007,295,0415,9.0,Miscellaneous,302,1900,9472.0,G,33.39694444,-117.14805556,14.0,MISSING/NOT SPECIFIED,CA,73,073,San Diego,Point,2007-10-22,2007-10-29,7.0,California
935,28617,FS-1460827,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,20,020,D9MC,GAP,CA-LPF-1778,Gap,CA3448511986620080701,GAP,,2008,183,1750,9.0,Miscellaneous,199,1000,9443.0,G,34.50083333,-119.86055556,5.0,USFS,CA,83,083,Santa Barbara,Point,2008-07-01,2008-07-17,16.0,California
938,1473423,W-612584,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,FNP8,MCDONALD,CA-NOD-3688,MCDONALD (W-23),CA4094712034320100726,MCDONALD,,2010,207,1545,1.0,Lightning,222,1800,9408.0,G,40.9164,-120.3997,1.0,BLM,CA,Lassen,035,Lassen,Point,2010-07-26,2010-08-10,15.0,California
946,37876,FS-1479670,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,50,026,E4AD,LOAF,CA-LNF-3923,Hat Creek Complex,CA4070212143920090801,HAT CREEK COMPLEX (SUGARLOAF),HAT CREEK COMPLEX,2009,213,2200,1.0,Lightning,224,1200,9356.0,G,40.68333333,-121.46666667,5.0,USFS,CA,89,089,Shasta,Point,2009-08-01,2009-08-12,11.0,California
959,32361,FS-1472902,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,37,009,D8TS,GOVERNMENT,CA-TNF-1011,American River Complex,CA3920812059620080621,AMERICAN RIVER COMPLEX (GOVERNMENT),AMERICAN RIVER COMPLEX,2008,173,2150,1.0,Lightning,214,0600,9164.0,G,39.21555556,-120.64861111,5.0,USFS,CA,61,061,Placer,Point,2008-06-21,2008-08-01,41.0,California
991,35024,FS-1476183,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,10,010,EV5C,JESUSITA,CA-LPF-1479,Jesusita,CA3447411972520090505,JESUSITA,,2009,125,1330,2.0,Equipment Use,140,1800,8733.0,G,34.47416667,-119.72805556,13.0,STATE OR PRIVATE,CA,83,083,Santa Barbara,Point,2009-05-05,2009-05-20,15.0,California
1000,300204532,FS-6350144,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,177,27,J0HS,RAIL,2758978,RAIL,CA4046512305420150731,SHIELL,FORK COMPLEX,2015,211,1900,1.0,Lightning,303,1000,8669.0,G,40.495,-123.16055556,5.0,USFS,CA,105,105,Trinity,Point,2015-07-30,2015-10-30,92.0,California
1003,1301187,ICS209_2003_CA-LAC-03220027,INTERAGCY,IA-ICS209,ST/C&L,USCALAC,Los Angeles County Fire Department,CALAC,Los Angeles County Fire Department,,,,VERDALE,CA-LAC-03220027,VERDALE,CA3442611871620031024,VERDALE,,2003,297,1307,13.0,Missing/Undefined,302,0800,8650.0,G,34.433333,-118.675833,11.0,COUNTY,CA,Los Angeles,037,Los Angeles,Point,2003-10-24,2003-10-29,5.0,California
1009,315702,W-98384,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,U881,HUNTER,CA-BBD-U881,Hunter,CA3761412016920000830,HUNTER,,2000,240,1400,9.0,Miscellaneous,243,1800,8600.0,G,37.6166,-120.2177,1.0,BLM,CA,Mariposa,043,Mariposa,Point,2000-08-27,2000-08-30,3.0,California
1010,316635,W-112990,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,U842,SLINKARD,NV-HTF-1535,GATE  COMPLEX,CA3865011956720020713,SLINKARD,GATE COMPLEX,2002,194,1330,1.0,Lightning,199,1800,8600.0,G,38.6471,-119.5982,1.0,BLM,CA,Mono,051,Mono,Point,2002-07-13,2002-07-18,5.0,California
1013,321867,W-119912,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,AW5J,ROBLAR 2,CA-MCP-002533,Roblar 2,CA3341411738220031021,ROBLAR 2,,2003,294,1201,2.0,Equipment Use,301,1800,8592.0,G,33.3692,-117.3517,6.0,OTHER FEDERAL,CA,San Diego,073,San Diego,Point,2003-10-21,2003-10-28,7.0,California
1018,322105,W-520201,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,A57S,MATAGUAY,CA-MVU-5659,Mataguay,CA3322011664620040713,MATAGUAY,,2004,195,1230,7.0,Arson,198,2359,8500.0,G,33.2333,-116.7,8.0,PRIVATE,CA,San Diego,073,San Diego,Point,2004-07-13,2004-07-16,3.0,California
1024,14448,FS-1443249,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,64,AM-8,C54C,RALSTON,CA-TNF-1443,RALSTON,CA3902412068120060905,RALSTON,,2006,248,1551,9.0,Miscellaneous,248,1628,8422.0,G,39.01666667,-120.7025,13.0,STATE OR PRIVATE,CA,61,061,Placer,Point,2006-09-05,2006-09-05,0.0,California
1029,319128,W-525490,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,C08X,THREE ROCKS,CA-FKU-06657,Three Rocks,CA3650112050920060722,THREE ROCKS,,2006,203,1930,1.0,Lightning,206,1800,8400.0,G,36.4667,-120.5392,1.0,BLM,CA,Fresno,019,Fresno,Point,2006-07-22,2006-07-25,3.0,California
1036,32857,FS-1473470,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,68,58-006,D8RS,MERRILL,CA-SRF-1126,Ukonom-South Complex,CA4154112338120080722,PANTHER,KLAMATH THEATER,2008,175,1307,1.0,Lightning,277,1800,8332.0,G,41.42527778,-123.43111111,5.0,USFS,CA,93,093,Siskiyou,Point,2008-06-23,2008-10-03,102.0,California
1041,300204435,FS-6350315,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,090,024,J0JC,GOBBLER,2928537,GOBBLER,CA4035712344220150731,GOBBLER,MAD RIVER COMPLEX,2015,211,2154,1.0,Lightning,244,1200,8299.0,G,40.3575,-123.44138889,5.0,USFS,CA,105,105,Trinity,Point,2015-07-30,2015-09-01,33.0,California
1044,324972,W-99611,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,D358,TGU WEIN,CA-RCC-3715,Weinstein (CA-TGU-3715),CA3990812262720000929,WEINSTEIN,,2000,273,1000,5.0,Debris Burning,279,0800,8284.0,G,39.9665,-122.6094,1.0,BLM,CA,Tehama,103,Tehama,Point,2000-09-29,2000-10-05,6.0,California
1053,24289,FS-1455467,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,55,359,DQ16,FLETCHER,CA-MDF-359,Fletcher,CA4197112054520070710,FLETCHER,,2007,196,1315,1.0,Lightning,216,1700,8121.0,G,41.98833333,-120.54472222,5.0,USFS,CA,49,049,Modoc,Point,2007-07-15,2007-08-04,20.0,California
1059,201772186,W-661066,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,NorCal Region,,,HY4Z,CLOVER,CA-SHU-008265,Clover,CA4033512251120130909,CLOVER,,2013,252,1230,9.0,Miscellaneous,258,0800,8056.0,G,40.4919,-122.4994,1.0,BLM,CA,Shasta,089,Shasta,Point,2013-09-09,2013-09-15,6.0,California
1060,300209181,W-686633,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,JZR5,WRAGG,2834563,WRAGG,CA3851412213120150722,WRAGG,,2015,203,1430,2.0,Equipment Use,217,1800,8051.0,G,38.50581,-122.111542,1.0,BLM,CA,Sonoma,097,Sonoma,Point,2015-07-22,2015-08-05,14.0,California
1077,201501272,W-651368,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,G0GY,WALKER WYE,,,CA3901212244220120812,WALKER WYE,,2012,225,1600,2.0,Equipment Use,232,1800,7934.0,G,39.01158,-122.44192,1.0,BLM,CA,Lake,033,Lake,Point,2012-08-12,2012-08-19,7.0,California
1094,326041,W-117157,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,U580,SMOKE,CA-NOD-2135,Smoke Complex,CA4070012000420030721,SMOKE,SMOKE COMPLEX,2003,202,1216,1.0,Lightning,209,0600,7790.0,G,40.6899,-120.006,1.0,BLM,CA,Lassen,035,Lassen,Point,2003-07-21,2003-07-28,7.0,California
1095,30949,FS-1471245,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,3,003,D7ZF,WHISKEY,CA-MNF-2009,WHISKEY,CA3985512266920080612,WHISKEY,,2008,164,1230,9.0,Miscellaneous,301,0800,7783.0,G,39.89388889,-122.7075,5.0,USFS,CA,21,021,Glenn,Point,2008-06-12,2008-10-27,137.0,California
1099,18,FS-1418881,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,111,35,BHA3,FREDS,CA-ENF-18044,FREDS,CA3878712031820041013,FREDS,,2004,287,1618,2.0,Equipment Use,291,1800,7700.0,G,38.78,-120.26,5.0,USFS,CA,17,017,El Dorado,Point,2004-10-13,2004-10-17,4.0,California
1110,300206558,FS-6350627,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,079,010,J0S5,NICKOWITZ,2779449,NICKOWITZ,CA4146912375220150801,NICKOWITZ,,2015,213,1325,1.0,Lightning,306,1930,7571.0,G,41.46861111,-123.75166667,5.0,USFS,CA,015,015,Del Norte,Point,2015-08-01,2015-11-02,93.0,California
1127,33089,FS-1473750,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,87,020,ECN8,TEHIPITE,CA-KNP-0020,Tehipte,CA3694111881120080719,TEHIPITE,,2008,207,1816,1.0,Lightning,347,1200,7456.0,G,36.90361111,-118.80111111,5.0,USFS,CA,19,019,Fresno,Point,2008-07-25,2008-12-12,140.0,California
1128,319323,W-536464,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,C6M7,SAWMILL,CA-INF-1318,Sawmill,CA3780411863020060914,SAWMILL,,2006,257,1430,9.0,Miscellaneous,266,1900,7434.0,G,37.7892,-118.6628,5.0,USFS,CA,Mono,051,Mono,Point,2006-09-14,2006-09-23,9.0,California
1158,41003,FS-1483315,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,171,13278,R71F,SHEEP,CA-BDF-13278,SHEEP,CA3431011754120091003,SHEEP,,2009,276,1411,9.0,Miscellaneous,297,1800,7128.0,G,34.22972222,-117.47833333,5.0,USFS,CA,71,071,San Bernardino,Point,2009-10-03,2009-10-24,21.0,California
1165,201771501,W-657577,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,HN9A,CHARIOT,CA-MVU-014084,Chariot ,CA3305611654820130706,CHARIOT,,2013,187,1256,9.0,Miscellaneous,196,1353,7056.0,G,32.966662,-116.45733,1.0,BLM,CA,San Diego,073,San Diego,Point,2013-07-06,2013-07-15,9.0,California
1183,201760820,FS-1513826,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,005,03,HE8J,PANTHER,CA-BTU-005648,Panther,CA4018812160120130501,PANTHER,,2013,121,0800,5.0,Debris Burning,129,1800,6965.0,G,40.18805556,-121.60194444,14.0,MISSING/NOT SPECIFIED,CA,103,103,Tehama,Point,2013-05-01,2013-05-09,8.0,California
1184,300202156,FS-6699990,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,044,16,EK14,CABIN,2742081,CABIN,CA3624611854720150719,CABIN,,2015,200,1300,1.0,Lightning,327,1600,6960.0,G,36.23527778,-118.53555556,5.0,USFS,CA,107,107,Tulare,Point,2015-07-19,2015-11-23,127.0,California
1186,38203,FS-1480063,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,102,9,E3ZN,CHALK,CA-SHU-5594,SHU Lightning,CA4098612181220090802,SHU LIGHTNING COMPLEX (CHALK),SHU LIGHTNING COMPLEX 2009,2009,214,1529,1.0,Lightning,244,1800,6923.0,G,40.98055556,-121.81388889,5.0,USFS,CA,89,089,Shasta,Point,2009-08-02,2009-09-01,30.0,California
1193,15176,FS-1444097,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,16,016,B6UT,KINGSLEY,CA-MNF-897,Kingsley Complex,FS-0508-016-20060725,KINGSLEY,KINGSLEY COMPLEX,2006,206,0827,1.0,Lightning,221,1800,6854.0,G,40.03777778,-122.94138889,5.0,USFS,CA,103,103,Tehama,Point,2006-07-25,2006-08-09,15.0,California
1200,300202003,FS-6350784,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,046,010,EK11,GROVES,2777863,GROVES,CA4091312343720150731,RIVER COMPLEX,RIVER COMPLEX,2015,211,2122,1.0,Lightning,303,1000,6797.8,G,40.95694444,-123.45333333,5.0,USFS,CA,023,023,Humboldt,Point,2015-07-30,2015-10-30,92.0,California
1206,315556,W-97304,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,D235,SHELL,CA-BBD-1891,shell,CA3515111961720000722,SHELL,,2000,204,1200,2.0,Equipment Use,205,1200,6762.0,G,35.15,-119.601,1.0,BLM,CA,Kern,029,Kern,Point,2000-07-22,2000-07-23,1.0,California
1218,322718,W-511619,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,B7W8,WOODHOUSE,CA-RRU-083672,Woodhouse,CA3395611711120051005,WOODHOUSE,,2005,278,1430,9.0,Miscellaneous,279,0800,6644.0,G,33.9597,-117.0639,8.0,PRIVATE,CA,Riverside,065,Riverside,Point,2005-10-05,2005-10-06,1.0,California
1220,30475,FS-1470661,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,115,23,D8HC,TELEPHONE,CA-SHF-1041,LIME COMPLEX,CA4042112309620080620,LIME COMPLEX (TELEPHONE),LIME COMPLEX,2008,172,1730,1.0,Lightning,226,0800,6625.0,G,40.40666667,-123.13194444,5.0,USFS,CA,105,105,Trinity,Point,2008-06-20,2008-08-13,54.0,California
1234,300209148,W-680197,FED,DOI-WFMI,BLM,USCACND,Central California District,CACND,Central California District,,,JH7X,ROUND,2739752,Round,CA3745411858420150206,ROUND,,2015,37,1404,13.0,Missing/Undefined,47,0700,6533.0,G,37.4536,-118.5842,8.0,PRIVATE,CA,Inyo,027,Inyo,Point,2015-02-06,2015-02-16,10.0,California
