OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
9671,9717,FS-1436930,FED,FS-FIRESTAT,FS,USAZPNF,Prescott National Forest,0309,Prescott National Forest,49,30,CS6R,TIGER,AZ-PNF-000387,TIGER - ROCK,AZ3417411223020060629,TIGER,TIGER ROCK COMPLEX,2006,2453915.5,180,1500,1.0,Lightning,2453924.5,189.0,1300,5143.0,G,34.17916667,-112.22888889,5.0,USFS,AZ,25,025,Yavapai,b'\x00\x01\xad\x10\x00\x00\xec=\x96\x1d\xa6\x0e\\\xc0x\x17\xf6\xee\xee\x16A@\xec=\x96\x1d\xa6\x0e\\\xc0x\x17\xf6\xee\xee\x16A@|\x01\x00\x00\x00\xec=\x96\x1d\xa6\x0e\\\xc0x\x17\xf6\xee\xee\x16A@\xfe'
11542,11595,FS-1439418,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,92,519-283,C4LB,SHARPS RIDGE,OR-UMF-283,Sharps Ridge,OR4481611875220060814,SHARPS RIDGE,,2006,2453966.5,231,1338,1.0,Lightning,2453984.5,249.0,1800,5394.9,G,44.80277778,-118.74027778,5.0,USFS,OR,23,023,Grant,b'\x00\x01\xad\x10\x00\x00\x8c\xc3\r\xb6`\xaf]\xc0 \x87\x1bl\xc1fF@\x8c\xc3\r\xb6`\xaf]\xc0 \x87\x1bl\xc1fF@|\x01\x00\x00\x00\x8c\xc3\r\xb6`\xaf]\xc0 \x87\x1bl\xc1fF@\xfe'
11659,11712,FS-1439577,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,0306,Gila National Forest,88,088,CQ3X,BEAR,NM-GNF-000088,BEAR,NM3342710857420060619,BEAR,,2006,2453905.5,170,1100,4.0,Campfire,2453970.5,235.0,0730,55307.0,G,33.41138889,-108.63138889,5.0,USFS,NM,3,003,Catron,"b'\x00\x01\xad\x10\x00\x00\xe4f\xf2\xach([\xc0x>""d\xa8\xb4@@\xe4f\xf2\xach([\xc0x>""d\xa8\xb4@@|\x01\x00\x00\x00\xe4f\xf2\xach([\xc0x>""d\xa8\xb4@@\xfe'"
11747,11800,FS-1439712,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,0307,Kaibab National Forest,32,012,CR0P,WARM,AZ-KNF-00143,Warm Fire,AZ3662511217320060608,WARM,,2006,2453894.5,159,1823,1.0,Lightning,2453956.5,221.0,0700,58630.0,G,36.65972222,-112.19,5.0,USFS,AZ,5,005,Coconino,b'\x00\x01\xad\x10\x00\x00X\x8f\xc2\xf5(\x0c\\\xc0 \xac\x17\xc7qTB@X\x8f\xc2\xf5(\x0c\\\xc0 \xac\x17\xc7qTB@|\x01\x00\x00\x00X\x8f\xc2\xf5(\x0c\\\xc0 \xac\x17\xc7qTB@\xfe'
11954,12007,FS-1440021,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,69,23,CN2Y,POTATO,AZ-ASF-060252,POTATO COMPLEX,AZ3454711071420060608,UNNAMED,POTATO COMPLEX ,2006,2453892.5,157,1410,1.0,Lightning,2453926.5,191.0,1800,6262.0,G,34.49416667,-110.74388889,5.0,USFS,AZ,17,017,Navajo,b'\x00\x01\xad\x10\x00\x00\x18\x9a%\xe0\x9b\xaf[\xc006{\xda@?A@\x18\x9a%\xe0\x9b\xaf[\xc006{\xda@?A@|\x01\x00\x00\x00\x18\x9a%\xe0\x9b\xaf[\xc006{\xda@?A@\xfe'
12344,12398,FS-1440530,FED,FS-FIRESTAT,FS,USNDDPF,Dakota Prairie National Grasslands,0118,Dakota Prairie Grasslands,19,06-2006-09,B6SW,BLACK HORSE CREEK,SD-SDS-060649,BLACK HORSE CREEK,SD4559110203620060719,BLACK HORSE CREEK,,2006,2453935.5,200,0020,1.0,Lightning,2453940.5,205.0,1500,7829.4,G,45.59583333,-101.99444444,13.0,STATE OR PRIVATE,SD,31,031,Corson,b'\x00\x01\xad\x10\x00\x00H\xdfJ\xfa\xa4\x7fY\xc0\xc8\x1b=DD\xccF@H\xdfJ\xfa\xa4\x7fY\xc0\xc8\x1b=DD\xccF@|\x01\x00\x00\x00H\xdfJ\xfa\xa4\x7fY\xc0\xc8\x1b=DD\xccF@\xfe'
12672,12727,FS-1440958,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,76,HTF-1579,C3PW,VERDI (STONE RIDGE),NV-HTF-1579,VERDI,NV3955211994120060811,VERDI (STONE RIDGE),,2006,2453958.5,223,1512,9.0,Miscellaneous,2453961.5,226.0,0800,6052.0,G,39.535,-119.96694444,14.0,MISSING/NOT SPECIFIED,NV,31,031,Washoe,b'\x00\x01\xad\x10\x00\x00T\xb6\xeej\xe2\xfd]\xc0\x18\xaeG\xe1z\xc4C@T\xb6\xeej\xe2\xfd]\xc0\x18\xaeG\xe1z\xc4C@|\x01\x00\x00\x00T\xb6\xeej\xe2\xfd]\xc0\x18\xaeG\xe1z\xc4C@\xfe'
12800,12855,FS-1441162,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,8,002,CB5Q,SIERRA,CA-CNF-300,Sierra,CA3382311769020060206,SIERRA,,2006,2453772.5,37,0410,9.0,Miscellaneous,2453772.5,37.0,0428,10584.0,G,33.85194444,-117.64972222,5.0,USFS,CA,59,059,Orange,b'\x00\x01\xad\x10\x00\x00\x98\x98\x81\x0c\x95i]\xc0\x98\xe7\xf1\x83\x0c\xed@@\x98\x98\x81\x0c\x95i]\xc0\x98\xe7\xf1\x83\x0c\xed@@|\x01\x00\x00\x00\x98\x98\x81\x0c\x95i]\xc0\x98\xe7\xf1\x83\x0c\xed@@\xfe'
12834,12889,FS-1441200,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0111,Gallatin National Forest,19,005,C12X,BIG CREEK,MT-CES-000500,Big Creek,MT4536911086620060729,BIG CREEK,PARADISE VALLEY COMPLEX,2006,2453945.5,210,1642,1.0,Lightning,2454027.5,292.0,1100,14000.0,G,45.31583333,-110.86861111,14.0,MISSING/NOT SPECIFIED,MT,67,067,Park,b'\x00\x01\xad\x10\x00\x00\x18\x99\rS\x97\xb7[\xc0 \xab\xff9m\xa8F@\x18\x99\rS\x97\xb7[\xc0 \xab\xff9m\xa8F@|\x01\x00\x00\x00\x18\x99\rS\x97\xb7[\xc0 \xab\xff9m\xa8F@\xfe'
12845,12900,FS-1441214,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0111,Gallatin National Forest,35,006,C4YP,DERBY,MT-GNF-000047,Derby Fire,MT4559210981020060822,DERBY,,2006,2453969.5,234,1630,1.0,Lightning,2454027.5,292.0,1800,207115.0,G,45.53611111,-109.93472222,5.0,USFS,MT,97,097,Sweet Grass,b'\x00\x01\xad\x10\x00\x00\xa4o%}\xd2{[\xc0x<\xf2I\x9f\xc4F@\xa4o%}\xd2{[\xc0x<\xf2I\x9f\xc4F@|\x01\x00\x00\x00\xa4o%}\xd2{[\xc0x<\xf2I\x9f\xc4F@\xfe'
12848,12903,FS-1441219,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0111,Gallatin National Forest,38,008,C5K5,PASSAGE FALLS,MT-GNF-055,PARADISE VALLEY COMPLEX,MT4525711043720060821,PASSAGE FALLS,PARADISE VALLEY COMPLEX,2006,2453976.5,241,1354,1.0,Lightning,2454027.5,292.0,1800,6620.0,G,45.23472222,-110.47361111,5.0,USFS,MT,67,067,Park,b'\x00\x01\xad\x10\x00\x008\x1e\xf9\xa4O\x9e[\xc0\xb8E\xb1`\x0b\x9eF@8\x1e\xf9\xa4O\x9e[\xc0\xb8E\xb1`\x0b\x9eF@|\x01\x00\x00\x008\x1e\xf9\xa4O\x9e[\xc0\xb8E\xb1`\x0b\x9eF@\xfe'
12850,12905,FS-1441222,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0111,Gallatin National Forest,40,008,C5MR,JUNGLE,MT-GNF-056,JUNGLE,MT4550111032120060821,JUNGLE,,2006,2453978.5,243,1045,1.0,Lightning,2454027.5,292.0,1030,25828.0,G,45.43694444,-110.39888889,5.0,USFS,MT,67,067,Park,b'\x00\x01\xad\x10\x00\x00hRDe\x87\x99[\xc0\x10\xfc\x9f\xcb\xed\xb7F@hRDe\x87\x99[\xc0\x10\xfc\x9f\xcb\xed\xb7F@|\x01\x00\x00\x00hRDe\x87\x99[\xc0\x10\xfc\x9f\xcb\xed\xb7F@\xfe'
12936,12992,FS-1441380,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,35,1-020,C03S,0564 - MAXWELL FIRE,OR-OCF-0000564,MAXWELL FIRE,OR4446012018320060724,MAXWELL,,2006,2453940.5,205,0615,1.0,Lightning,2453987.5,252.0,1415,7145.0,G,44.49083333,-120.1975,5.0,USFS,OR,69,069,Wheeler,b'\x00\x01\xad\x10\x00\x00p=\n\xd7\xa3\x0c^\xc0\x88\x11f\xa0\xd3>F@p=\n\xd7\xa3\x0c^\xc0\x88\x11f\xa0\xd3>F@|\x01\x00\x00\x00p=\n\xd7\xa3\x0c^\xc0\x88\x11f\xa0\xd3>F@\xfe'
13024,13081,FS-1441497,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,29,13,C1V6,ROBERTS TRACT,NE-NBF-060733,Roberts Tract,NE4270310305920060727,DAWES COUNTY COMPLEX,DAWES COUNTY COMPLEX,2006,2453942.5,207,1900,1.0,Lightning,2453967.5,232.0,1800,10079.0,G,42.68333333,-103.145,5.0,USFS,NE,45,045,Dawes,b'\x00\x01\xad\x10\x00\x00\xe0z\x14\xaeG\xc9Y\xc0\xf8NpwwWE@\xe0z\x14\xaeG\xc9Y\xc0\xf8NpwwWE@|\x01\x00\x00\x00\xe0z\x14\xaeG\xc9Y\xc0\xf8NpwwWE@\xfe'
13025,13082,FS-1441498,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,0207,Nebraska National Forest,22,10,C1YG,SPOTTED TAIL #3,NE-NBF-060758,DAWES COUNTY COMPLEX,NE4270310305920060727,DAWES COUNTY COMPLEX,DAWES COUNTY COMPLEX,2006,2453944.5,209,1500,1.0,Lightning,2453967.5,232.0,1800,17899.0,G,42.69111111,-102.96055556,5.0,USFS,NE,45,045,Dawes,b'\x00\x01\xad\x10\x00\x008\x0c\x07\xbey\xbdY\xc0 \xad/TvXE@8\x0c\x07\xbey\xbdY\xc0 \xad/TvXE@|\x01\x00\x00\x008\x0c\x07\xbey\xbdY\xc0 \xad/TvXE@\xfe'
13101,13158,FS-1441600,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0108,Custer National Forest,28,04-06-18,CYC2,WATT DRAW,MT-MCD-063,WATT DRAW,MT4551210597920060713,WATT DRAW,WATT DRAW COMPLEX,2006,2453929.5,194,0616,1.0,Lightning,2453939.5,204.0,2000,17552.0,G,45.49111111,-105.97138889,14.0,MISSING/NOT SPECIFIED,MT,75,075,Powder River,b'\x00\x01\xad\x10\x00\x00\xd8\x8fN<+~Z\xc0\x88\x13\x96\xba\xdc\xbeF@\xd8\x8fN<+~Z\xc0\x88\x13\x96\xba\xdc\xbeF@|\x01\x00\x00\x00\xd8\x8fN<+~Z\xc0\x88\x13\x96\xba\xdc\xbeF@\xfe'
13121,13178,FS-1441629,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0409,Humboldt National Forest,8,001103,C4N5,SNOW CANYON,NV-HTF-001103,Snow Canyon,NV4146311606020060820,SNOW CANYON,,2006,2453967.5,232,1920,1.0,Lightning,2453974.5,239.0,1800,22233.6,G,41.42361111,-116.07388889,5.0,USFS,NV,7,007,Elko,b'\x00\x01\xad\x10\x00\x00\x9c\x85w\x98\xba\x04]\xc0\x10\xd6\x8b\xe38\xb6D@\x9c\x85w\x98\xba\x04]\xc0\x10\xd6\x8b\xe38\xb6D@|\x01\x00\x00\x00\x9c\x85w\x98\xba\x04]\xc0\x10\xd6\x8b\xe38\xb6D@\xfe'
13297,13355,FS-1441856,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,28,D3-05,C1S2,POTATO,ID-SCF-6294,Potato,ID4437211481420060726,POTATO,,2006,2453943.5,208,1320,1.0,Lightning,2453996.5,261.0,1800,18236.0,G,44.32472222,-114.83944444,5.0,USFS,ID,37,037,Custer,"b'\x00\x01\xad\x10\x00\x00\xf8&,u\xb9\xb5\\\xc0\xa8\x97i\x7f\x90)F@\xf8&,u\xb9\xb5\\\xc0\xa8\x97i\x7f\x90)F@|\x01\x00\x00\x00\xf8&,u\xb9\xb5\\\xc0\xa8\x97i\x7f\x90)F@\xfe'"
13298,13356,FS-1441857,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,52,D6MF08,C28E,BOUNDARY,ID-SCF-006336,Boundary Complex,ID4451811531020060807,BOUNDARY COMPLEX,BOUNDARY COMPLEX,2006,2453954.5,219,2015,1.0,Lightning,2454052.5,317.0,1359,11005.0,G,44.49861111,-115.28916667,5.0,USFS,ID,85,085,Valley,b'\x00\x01\xad\x10\x00\x00\x90\xaf\xeb\xb4\x81\xd2\\\xc0\xb0o%}\xd2?F@\x90\xaf\xeb\xb4\x81\xd2\\\xc0\xb0o%}\xd2?F@|\x01\x00\x00\x00\x90\xaf\xeb\xb4\x81\xd2\\\xc0\xb0o%}\xd2?F@\xfe'
13733,13793,FS-1442475,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,55,026,C0VQ,HORSE,CA-CNF-2059,HORSE FIRE,CA3271711662220060723,HORSE,,2006,2453939.5,204,0605,4.0,Campfire,2453945.5,210.0,1800,16677.0,G,32.75444444,-116.66916667,5.0,USFS,CA,73,073,San Diego,b'\x00\x01\xad\x10\x00\x00H\xcep\xa0\xd3*]\xc0\x809\xaa\xa2\x91`@@H\xcep\xa0\xd3*]\xc0\x809\xaa\xa2\x91`@@|\x01\x00\x00\x00H\xcep\xa0\xd3*]\xc0\x809\xaa\xa2\x91`@@\xfe'
13748,13808,FS-1442491,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0409,Humboldt National Forest,29,P4CR3U,CR3U,SHERWOOD,NV-ELD-000066,Sherwood,NV3826511542420060625,SHERWOOD,,2006,2453911.5,176,1714,1.0,Lightning,2453911.5,176.0,1730,7378.0,G,38.255,-115.40166667,5.0,USFS,NV,33,033,White Pine,b'\x00\x01\xad\x10\x00\x00\xc0\xe2\x1e\xe8\xb4\xd9\\\xc0x=\n\xd7\xa3 C@\xc0\xe2\x1e\xe8\xb4\xd9\\\xc0x=\n\xd7\xa3 C@|\x01\x00\x00\x00\xc0\xe2\x1e\xe8\xb4\xd9\\\xc0x=\n\xd7\xa3 C@\xfe'
13890,13950,FS-1442651,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,81,496,B6RR,NORTH ELK,ID-SCF-6496,North Elk,ID4451811531020060807,BOUNDARY COMPLEX,BOUNDARY COMPLEX,2006,2453968.5,233,1819,1.0,Lightning,2453998.5,263.0,1800,6099.0,G,44.5275,-115.45777778,5.0,USFS,ID,85,085,Valley,"b'\x00\x01\xad\x10\x00\x00\xdc{,;L\xdd\\\xc0\xf0Q\xb8\x1e\x85CF@\xdc{,;L\xdd\\\xc0\xf0Q\xb8\x1e\x85CF@|\x01\x00\x00\x00\xdc{,;L\xdd\\\xc0\xf0Q\xb8\x1e\x85CF@\xfe'"
14026,14086,FS-1442801,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,102,416-411,C6XX,COLUMBIA COMPLEX,OR-UMF-000411,COLUMBIA COMPLEX,WA4616811780620060821,COLUMBIA COMPLEX,COLUMBIA COMPLEX,2006,2453968.5,233,2240,1.0,Lightning,2454017.5,282.0,1200,109259.0,G,46.14305556,-118.04416667,14.0,MISSING/NOT SPECIFIED,WA,13,013,Columbia,b'\x00\x01\xad\x10\x00\x00H\xcep\xa0\xd3\x82]\xc0\x08\xdb\x03\xa5O\x12G@H\xcep\xa0\xd3\x82]\xc0\x08\xdb\x03\xa5O\x12G@|\x01\x00\x00\x00H\xcep\xa0\xd3\x82]\xc0\x08\xdb\x03\xa5O\x12G@\xfe'
14145,14206,FS-1442958,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,85,152,C3ZE,RED MOUNTAIN,ID-BOF-000152,Red Mountain,ID4430011536720060813,RED MOUNTAIN,,2006,2453961.5,226,1340,4.0,Campfire,2454014.5,279.0,1900,35482.0,G,44.24333333,-115.38638889,5.0,USFS,ID,15,015,Boise,b'\x00\x01\xad\x10\x00\x00\x9c\x85w\x98\xba\xd8\\\xc0@0\xeb\x8b%\x1fF@\x9c\x85w\x98\xba\xd8\\\xc0@0\xeb\x8b%\x1fF@|\x01\x00\x00\x00\x9c\x85w\x98\xba\xd8\\\xc0@0\xeb\x8b%\x1fF@\xfe'
14234,14297,FS-1443059,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,27,52-06,C1UK,SOMES,CA-SRF-997,ORLEANS COMPLEX,CA4133612346520060724,ORLEANS COMPLEX,ORLEANS COMPLEX,2006,2453940.5,205,1703,1.0,Lightning,2454026.5,291.0,1800,15710.0,G,41.315,-123.49666667,5.0,USFS,CA,23,023,Humboldt,b'\x00\x01\xad\x10\x00\x00p*\x00c\xc9\xdf^\xc0\xc0\x1e\x85\xebQ\xa8D@p*\x00c\xc9\xdf^\xc0\xc0\x1e\x85\xebQ\xa8D@|\x01\x00\x00\x00p*\x00c\xc9\xdf^\xc0\xc0\x1e\x85\xebQ\xa8D@\xfe'
14286,14349,FS-1443119,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,111,660,C4WL,JIM CREEK,OR-WWF-660,Jim Creek,OR4591411692620060822,JIM CREEK,,2006,2453969.5,234,0925,1.0,Lightning,2453993.5,258.0,1800,12946.0,G,45.9475,-116.87888889,5.0,USFS,OR,63,063,Wallowa,b'\x00\x01\xad\x10\x00\x00\x88\xd7/\xb7?8]\xc0\xe8z\x14\xaeG\xf9F@\x88\xd7/\xb7?8]\xc0\xe8z\x14\xaeG\xf9F@|\x01\x00\x00\x00\x88\xd7/\xb7?8]\xc0\xe8z\x14\xaeG\xf9F@\xfe'
14372,14438,FS-1443239,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,103,176,C4ST,RATTLESNAKE,ID-BOF-000183,RATTLESNAKE COMPLEX,ID4428411578320060820,RATTLESNAKE COMPLEX,RATTLESNAKE COMPLEX,2006,2453967.5,232,1711,1.0,Lightning,2454045.5,310.0,1800,43600.0,G,44.30138889,-115.78722222,5.0,USFS,ID,85,085,Valley,b'\x00\x01\xad\x10\x00\x00heN\xd9a\xf2\\\xc0\xc8\xf6@\xe9\x93&F@heN\xd9a\xf2\\\xc0\xc8\xf6@\xe9\x93&F@|\x01\x00\x00\x00heN\xd9a\xf2\\\xc0\xc8\xf6@\xe9\x93&F@\xfe'
14382,14448,FS-1443249,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,64,AM-8,C54C,RALSTON,CA-TNF-1443,RALSTON,CA3902412068120060905,RALSTON,,2006,2453983.5,248,1551,9.0,Miscellaneous,2453983.5,248.0,1628,8422.0,G,39.01666667,-120.7025,13.0,STATE OR PRIVATE,CA,61,061,Placer,"b'\x00\x01\xad\x10\x00\x00(\\\x8f\xc2\xf5,^\xc0\xb0J)""""\x82C@(\\\x8f\xc2\xf5,^\xc0\xb0J)""""\x82C@|\x01\x00\x00\x00(\\\x8f\xc2\xf5,^\xc0\xb0J)""""\x82C@\xfe'"
14384,14450,FS-1443251,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,15,MNF894,C1HD,HUNTER,CA-MNF-894,HUNTER,CA3966212292720060724,HUNTER,,2006,2453940.5,205,1710,1.0,Lightning,2453985.5,250.0,1800,16296.0,G,39.66055556,-122.86166667,5.0,USFS,CA,45,045,Mendocino,b'\x00\x01\xad\x10\x00\x00\x00\xed\xf5\x8b%\xb7^\xc0\x10\xb2\xa7\x15\x8d\xd4C@\x00\xed\xf5\x8b%\xb7^\xc0\x10\xb2\xa7\x15\x8d\xd4C@|\x01\x00\x00\x00\x00\xed\xf5\x8b%\xb7^\xc0\x10\xb2\xa7\x15\x8d\xd4C@\xfe'
14501,14570,FS-1443388,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,28,58-02,C6L7,HANCOCK,CA-KNF-003497,Uncles Complex,CA4142612330620060724,HANCOCK,UNCLES COMPLEX,2006,2453940.5,205,2222,1.0,Lightning,2454031.5,296.0,1800,10770.0,G,41.44888889,-123.2925,5.0,USFS,CA,93,093,Siskiyou,b'\x00\x01\xad\x10\x00\x00\x1c\x85\xebQ\xb8\xd2^\xc0@\x0b\xef0u\xb9D@\x1c\x85\xebQ\xb8\xd2^\xc0@\x0b\xef0u\xb9D@|\x01\x00\x00\x00\x1c\x85\xebQ\xb8\xd2^\xc0@\x0b\xef0u\xb9D@\xfe'
14585,14655,FS-1443485,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,0618,Willamette National Forest,138,de 16,C4KA,PUZZLE,OR-WIF-275,Puzzle,OR4458912183720060819,CASCADE CREST COMPLEX (PUZZLE),CASCADE CREST COMPLEX,2006,2453966.5,231,0600,9.0,Miscellaneous,2453987.5,252.0,1800,6340.0,G,44.58972222,-121.84472222,5.0,USFS,OR,43,043,Linn,b'\x00\x01\xad\x10\x00\x00\xb0F\xc9\xed\x0fv^\xc0\xf8O\x88\x04|KF@\xb0F\xc9\xed\x0fv^\xc0\xf8O\x88\x04|KF@|\x01\x00\x00\x00\xb0F\xc9\xed\x0fv^\xc0\xf8O\x88\x04|KF@\xfe'
14600,14670,FS-1443501,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,41,006,B6UQ,TITUS,CA-KNF-3536,Happy Camp,CA4160912335520060723,TITUS,HAPPY CAMP COMPLEX,2006,2453939.5,204,1800,1.0,Lightning,,,,5792.0,G,41.60277778,-123.37694444,5.0,USFS,CA,93,093,Siskiyou,"b""\x00\x01\xad\x10\x00\x00`\x8d\x92\xdb\x1f\xd8^\xc0\x88\xed\x81\xd2'\xcdD@`\x8d\x92\xdb\x1f\xd8^\xc0\x88\xed\x81\xd2'\xcdD@|\x01\x00\x00\x00`\x8d\x92\xdb\x1f\xd8^\xc0\x88\xed\x81\xd2'\xcdD@\xfe"""
14718,14788,FS-1443641,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,804,804,CY32,DUNCE WFU,ID-PAF-006032,Dunce WFU,ID4513411480420060707,DUNCE WFU,PAYETTE WFU COMPLEX,2006,2453924.5,189,1712,1.0,Lightning,2453990.5,255.0,1642,7898.0,G,45.125,-114.78305556,5.0,USFS,ID,85,085,Valley,b'\x00\x01\xad\x10\x00\x00\xa8I\x11\x95\x1d\xb2\\\xc0\x08\x00\x00\x00\x00\x90F@\xa8I\x11\x95\x1d\xb2\\\xc0\x08\x00\x00\x00\x00\x90F@|\x01\x00\x00\x00\xa8I\x11\x95\x1d\xb2\\\xc0\x08\x00\x00\x00\x00\x90F@\xfe'
14836,14907,FS-1443777,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,64,064,C50E,DAY,CA-LPF-002023,DAY,CA3461511897120060904,DAY,,2006,2453982.5,247,1415,5.0,Debris Burning,2454038.5,303.0,1800,162702.0,G,34.63222222,-118.76972222,5.0,USFS,CA,111,111,Ventura,b'\x00\x01\xad\x10\x00\x00\xe0y\xfc C\xb1]\xc08Z_\xa8\xecPA@\xe0y\xfc C\xb1]\xc08Z_\xa8\xecPA@|\x01\x00\x00\x00\xe0y\xfc C\xb1]\xc08Z_\xa8\xecPA@\xfe'
15101,15173,FS-1444094,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,12,012,CQ47,PERKINS,CA-LPF-1060,Perkins,CA3485111969520060619,PERKINS,PERKINS COMPLEX,2006,2453905.5,170,1322,9.0,Miscellaneous,2453936.5,201.0,1800,14988.0,G,34.94361111,-119.68722222,14.0,MISSING/NOT SPECIFIED,CA,83,083,Santa Barbara,b'\x00\x01\xad\x10\x00\x00\x00\xff\xe7r\xfb\xeb]\xc0\xd8\xcb\xb4?\xc8xA@\x00\xff\xe7r\xfb\xeb]\xc0\xd8\xcb\xb4?\xc8xA@|\x01\x00\x00\x00\x00\xff\xe7r\xfb\xeb]\xc0\xd8\xcb\xb4?\xc8xA@\xfe'
15104,15176,FS-1444097,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,16,016,B6UT,KINGSLEY,CA-MNF-897,Kingsley Complex,FS-0508-016-20060725,KINGSLEY,KINGSLEY COMPLEX,2006,2453941.5,206,0827,1.0,Lightning,2453956.5,221.0,1800,6854.0,G,40.03777778,-122.94138889,5.0,USFS,CA,103,103,Tehama,b'\x00\x01\xad\x10\x00\x00\x88\xd7/\xb7?\xbc^\xc0\xd0\xce\xfc\xe6\xd5\x04D@\x88\xd7/\xb7?\xbc^\xc0\xd0\xce\xfc\xe6\xd5\x04D@|\x01\x00\x00\x00\x88\xd7/\xb7?\xbc^\xc0\xd0\xce\xfc\xe6\xd5\x04D@\xfe'
15234,15306,FS-1444261,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,177,34,C5SP,PIGEON,CA-SHF-2120,PIGEON,CA4095112320220060902,PIGEON,BAR COMPLEX,2006,2453980.5,245,0950,9.0,Miscellaneous,2454018.5,283.0,1800,35101.0,G,40.75111111,-123.15083333,5.0,USFS,CA,105,105,Trinity,b'\x00\x01\xad\x10\x00\x00\xc8\xdf\xd6@\xa7\xc9^\xc0h\x8e\xaah$`D@\xc8\xdf\xd6@\xa7\xc9^\xc0h\x8e\xaah$`D@|\x01\x00\x00\x00\xc8\xdf\xd6@\xa7\xc9^\xc0h\x8e\xaah$`D@\xfe'
